EmployeeID,FirstName,LastName,Position,StoreID,HireDate
1100,First_1100,Last_1100,Sales Rep,1100,2022-05-21
1101,First_1101,Last_1101,Technician,1101,2022-07-19
1102,First_1102,Last_1102,Sales Rep,1102,2022-09-27
1103,First_1103,Last_1103,Technician,1103,2023-06-07
1104,First_1104,Last_1104,Sales Rep,1104,2023-06-06
1105,First_1105,Last_1105,Technician,1105,2023-02-06
1106,First_1106,Last_1106,Technician,1106,2023-11-19
1107,First_1107,Last_1107,Technician,1107,2022-12-22
1108,First_1108,Last_1108,Technician,1108,2024-04-29
1109,First_1109,Last_1109,Cashier,1109,2022-09-27
1110,First_1110,Last_1110,Cashier,1110,2023-10-25
1111,First_1111,Last_1111,Manager,1111,2022-11-30
1112,First_1112,Last_1112,Cashier,1112,2022-05-31
1113,First_1113,Last_1113,Manager,1113,2023-03-18
1114,First_1114,Last_1114,Cashier,1114,2022-10-09
1115,First_1115,Last_1115,Manager,1115,2023-01-10
1116,First_1116,Last_1116,Sales Rep,1116,2023-03-24
1117,First_1117,Last_1117,Sales Rep,1117,2024-01-26
1118,First_1118,Last_1118,Cashier,1118,2024-06-09
1119,First_1119,Last_1119,Technician,1119,2022-03-22
1120,First_1120,Last_1120,Sales Rep,1120,2022-10-02
1121,First_1121,Last_1121,Manager,1121,2022-05-27
1122,First_1122,Last_1122,Manager,1122,2023-08-16
1123,First_1123,Last_1123,Cashier,1123,2022-09-18
1124,First_1124,Last_1124,Manager,1124,2022-12-20
1125,First_1125,Last_1125,Sales Rep,1125,2022-02-06
1126,First_1126,Last_1126,Cashier,1126,2024-05-16
1127,First_1127,Last_1127,Manager,1127,2023-01-29
1128,First_1128,Last_1128,Technician,1128,2024-02-03
1129,First_1129,Last_1129,Cashier,1129,2023-02-28
1130,First_1130,Last_1130,Cashier,1130,2023-05-24
1131,First_1131,Last_1131,Sales Rep,1131,2022-04-01
1132,First_1132,Last_1132,Cashier,1132,2023-11-27
1133,First_1133,Last_1133,Cashier,1133,2022-08-28
1134,First_1134,Last_1134,Sales Rep,1134,2024-03-23
1135,First_1135,Last_1135,Cashier,1135,2022-11-24
1136,First_1136,Last_1136,Cashier,1136,2024-06-10
1137,First_1137,Last_1137,Cashier,1137,2023-08-10
1138,First_1138,Last_1138,Sales Rep,1138,2024-01-06
1139,First_1139,Last_1139,Sales Rep,1139,2022-08-11
1140,First_1140,Last_1140,Technician,1140,2023-04-26
1141,First_1141,Last_1141,Manager,1141,2022-04-01
1142,First_1142,Last_1142,Technician,1142,2024-01-10
1143,First_1143,Last_1143,Cashier,1143,2023-05-08
1144,First_1144,Last_1144,Cashier,1144,2023-03-30
1145,First_1145,Last_1145,Technician,1145,2024-06-20
1146,First_1146,Last_1146,Sales Rep,1146,2023-08-12
1147,First_1147,Last_1147,Cashier,1147,2022-12-26
1148,First_1148,Last_1148,Sales Rep,1148,2024-06-14
1149,First_1149,Last_1149,Manager,1149,2024-03-05
1150,First_1150,Last_1150,Manager,1150,2023-07-30
1151,First_1151,Last_1151,Manager,1151,2024-06-22
1152,First_1152,Last_1152,Sales Rep,1152,2023-03-16
1153,First_1153,Last_1153,Technician,1153,2022-12-01
1154,First_1154,Last_1154,Sales Rep,1154,2024-02-19
1155,First_1155,Last_1155,Manager,1155,2023-06-28
1156,First_1156,Last_1156,Technician,1156,2022-06-10
1157,First_1157,Last_1157,Manager,1157,2023-08-14
1158,First_1158,Last_1158,Manager,1158,2023-06-28
1159,First_1159,Last_1159,Technician,1159,2024-06-30
1160,First_1160,Last_1160,Sales Rep,1160,2023-02-13
1161,First_1161,Last_1161,Cashier,1161,2024-01-13
1162,First_1162,Last_1162,Sales Rep,1162,2024-02-23
1163,First_1163,Last_1163,Sales Rep,1163,2023-09-28
1164,First_1164,Last_1164,Manager,1164,2023-09-26
1165,First_1165,Last_1165,Manager,1165,2023-11-09
1166,First_1166,Last_1166,Technician,1166,2022-10-19
1167,First_1167,Last_1167,Manager,1167,2024-06-10
1168,First_1168,Last_1168,Technician,1168,2024-02-10
1169,First_1169,Last_1169,Manager,1169,2024-03-13
1170,First_1170,Last_1170,Technician,1170,2024-05-19
1171,First_1171,Last_1171,Sales Rep,1171,2023-01-15
1172,First_1172,Last_1172,Sales Rep,1172,2022-11-07
1173,First_1173,Last_1173,Technician,1173,2023-06-09
1174,First_1174,Last_1174,Cashier,1174,2022-09-22
1175,First_1175,Last_1175,Technician,1175,2022-05-15
1176,First_1176,Last_1176,Technician,1176,2023-02-21
1177,First_1177,Last_1177,Cashier,1177,2022-05-21
1178,First_1178,Last_1178,Cashier,1178,2023-08-29
1179,First_1179,Last_1179,Cashier,1179,2023-08-30
1180,First_1180,Last_1180,Manager,1180,2023-04-21
1181,First_1181,Last_1181,Cashier,1181,2024-06-05
1182,First_1182,Last_1182,Manager,1182,2024-07-25
1183,First_1183,Last_1183,Manager,1183,2023-12-01
1184,First_1184,Last_1184,Sales Rep,1184,2023-08-04
1185,First_1185,Last_1185,Manager,1185,2023-10-04
1186,First_1186,Last_1186,Cashier,1186,2023-10-08
1187,First_1187,Last_1187,Sales Rep,1187,2022-09-08
1188,First_1188,Last_1188,Manager,1188,2022-09-01
1189,First_1189,Last_1189,Cashier,1189,2023-06-19
1190,First_1190,Last_1190,Manager,1190,2024-07-17
1191,First_1191,Last_1191,Sales Rep,1191,2023-08-17
1192,First_1192,Last_1192,Sales Rep,1192,2023-11-03
1193,First_1193,Last_1193,Sales Rep,1193,2022-03-16
1194,First_1194,Last_1194,Cashier,1194,2023-06-22
1195,First_1195,Last_1195,Technician,1195,2023-06-10
1196,First_1196,Last_1196,Cashier,1196,2022-07-05
1197,First_1197,Last_1197,Manager,1197,2023-01-14
1198,First_1198,Last_1198,Manager,1198,2022-04-21
1199,First_1199,Last_1199,Cashier,1199,2024-06-19
1200,First_1200,Last_1200,Manager,1200,2023-03-03
